,basket,next_product,proba
3060,"{'TORTELLINI', 'GNOCCHI', 'PESCE'}","{'VERDURE', 'RISO'}",0.5
3026,"{'GNOCCHI', 'PESCE'}","{'CARNE', 'TORTELLINI', 'RISO'}",0.5
10788,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'VERDURE', 'GNOCCHI'}",0.5
3023,"{'GNOCCHI', 'PESCE'}","{'CARNE', 'TORTELLINI'}",0.5
3022,"{'GNOCCHI', 'PESCE', 'RISO'}",{'CARNE'},0.5
3019,"{'GNOCCHI', 'PESCE'}","{'CARNE', 'RISO'}",0.5
3018,"{'GNOCCHI', 'PESCE'}",{'CARNE'},0.5
11821,"{'TORTELLINI', 'PASTA', 'RISO'}","{'CARNE', 'VERDURE', 'PIZZA', 'GNOCCHI'}",0.5
10795,"{'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'GNOCCHI'}",0.5
11819,"{'VERDURE', 'PASTA', 'RISO'}","{'CARNE', 'TORTELLINI', 'PIZZA', 'GNOCCHI'}",0.5
11818,"{'PIZZA', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'PASTA'}",0.5
11817,"{'TORTELLINI', 'GNOCCHI', 'RISO'}","{'CARNE', 'VERDURE', 'PIZZA', 'PASTA'}",0.5
10799,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'TORTELLINI', 'VERDURE', 'RISO'}",0.5
1654,"{'LEGUMI', 'VERDURE', 'PASTA'}","{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",0.5
11815,"{'CARNE', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'VERDURE', 'PIZZA', 'PASTA'}",0.5
11814,"{'CARNE', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'VERDURE', 'PASTA', 'RISO'}",0.5
11813,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'VERDURE', 'PIZZA', 'PASTA', 'RISO'}",0.5
11812,"{'VERDURE', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'PIZZA', 'PASTA'}",0.5
10806,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'CARNE', 'VERDURE', 'GNOCCHI'}",0.5
10807,"{'TORTELLINI', 'VERDURE', 'GNOCCHI'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}",0.5
10808,"{'VERDURE', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",0.5
3025,"{'TORTELLINI', 'GNOCCHI', 'PESCE'}",{'CARNE'},0.5
11823,"{'PIZZA', 'VERDURE', 'RISO'}","{'CARNE', 'TORTELLINI', 'GNOCCHI', 'PASTA'}",0.5
11836,"{'PIZZA', 'GNOCCHI', 'RISO', 'PASTA'}","{'CARNE', 'TORTELLINI', 'VERDURE'}",0.5
3028,"{'TORTELLINI', 'GNOCCHI', 'PESCE'}","{'CARNE', 'RISO'}",0.5
3057,"{'GNOCCHI', 'PESCE'}","{'TORTELLINI', 'VERDURE', 'RISO'}",0.5
3055,"{'TORTELLINI', 'GNOCCHI', 'PESCE'}",{'VERDURE'},0.5
3054,"{'GNOCCHI', 'PESCE'}","{'TORTELLINI', 'VERDURE'}",0.5
10760,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'GNOCCHI', 'RISO'}",0.5
3048,"{'GNOCCHI', 'PESCE', 'RISO'}","{'CARNE', 'VERDURE'}",0.5
1649,"{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'PASTA'}","{'CARNE', 'TORTELLINI', 'LEGUMI', 'PIZZA'}",0.5
3044,"{'GNOCCHI', 'PESCE'}","{'CARNE', 'VERDURE', 'RISO'}",0.5
3043,"{'GNOCCHI', 'PESCE', 'RISO'}",{'VERDURE'},0.5
11832,"{'CARNE', 'PIZZA', 'GNOCCHI', 'PASTA'}","{'TORTELLINI', 'VERDURE', 'RISO'}",0.5
3040,"{'GNOCCHI', 'PESCE'}","{'VERDURE', 'RISO'}",0.5
3037,"{'GNOCCHI', 'PESCE'}","{'CARNE', 'VERDURE'}",0.5
3036,"{'GNOCCHI', 'PESCE'}",{'VERDURE'},0.5
3033,"{'TORTELLINI', 'GNOCCHI', 'PESCE', 'RISO'}",{'CARNE'},0.5
11829,"{'VERDURE', 'PIZZA', 'GNOCCHI', 'PASTA'}","{'CARNE', 'TORTELLINI', 'RISO'}",0.5
10778,"{'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'TORTELLINI', 'VERDURE', 'GNOCCHI'}",0.5
10779,"{'TORTELLINI', 'VERDURE', 'GNOCCHI'}","{'CROSTACEI_E_MOLLUSCHI', 'RISO'}",0.5
10780,"{'VERDURE', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",0.5
10782,"{'TORTELLINI', 'GNOCCHI', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",0.5
3029,"{'GNOCCHI', 'PESCE', 'RISO'}","{'CARNE', 'TORTELLINI'}",0.5
10704,"{'GNOCCHI', 'RISO', 'PASTA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",0.5
10702,"{'TORTELLINI', 'GNOCCHI', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'RISO'}",0.5
1604,"{'LEGUMI', 'VERDURE'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA'}",0.5
3226,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'GNOCCHI'}","{'LEGUMI', 'PASTA'}",0.5
1477,"{'CARNE', 'LEGUMI', 'PIZZA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}",0.5
1479,"{'TORTELLINI', 'LEGUMI', 'PIZZA'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}",0.5
10613,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'TORTELLINI', 'VERDURE', 'PIZZA', 'PASTA'}",0.5
1483,"{'PIZZA', 'VERDURE', 'RISO'}","{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",0.5
10615,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}","{'CARNE', 'TORTELLINI', 'VERDURE', 'PASTA'}",0.5
10616,"{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'CARNE', 'TORTELLINI', 'PIZZA', 'GNOCCHI'}",0.5
3213,"{'CARNE', 'LEGUMI', 'VERDURE'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'PASTA'}",0.5
1498,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE'}","{'TORTELLINI', 'LEGUMI', 'RISO'}",0.5
1505,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}","{'CARNE', 'LEGUMI', 'VERDURE'}",0.5
10623,"{'TORTELLINI', 'GNOCCHI', 'PASTA'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE'}",0.5
12352,"{'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'CARNE', 'PIZZA', 'PASTA'}",0.5
10625,"{'TORTELLINI', 'VERDURE', 'GNOCCHI'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA'}",0.5
1506,"{'CARNE', 'TORTELLINI', 'LEGUMI', 'VERDURE'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}",0.5
10627,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA'}",0.5
10628,"{'CARNE', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}",0.5
3212,"{'LEGUMI', 'VERDURE', 'PASTA'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",0.5
3210,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'LEGUMI', 'VERDURE', 'PASTA'}",0.5
1512,"{'CARNE', 'TORTELLINI', 'LEGUMI', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}",0.5
3207,"{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'PASTA'}","{'CARNE', 'LEGUMI', 'GNOCCHI'}",0.5
10607,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'PIZZA'}",{'GNOCCHI'},0.5
3227,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'PASTA'}","{'LEGUMI', 'GNOCCHI'}",0.5
10636,"{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}","{'CARNE', 'TORTELLINI', 'PASTA'}",0.5
3231,"{'CARNE', 'LEGUMI', 'VERDURE', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",0.5
10569,"{'VERDURE', 'PIZZA', 'GNOCCHI', 'PASTA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",0.5
11955,"{'CARNE', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'PASTA'}",0.5
11954,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'PASTA', 'RISO'}",0.5
3277,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'TORTELLINI', 'LEGUMI'}",0.5
3276,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",0.5
1459,"{'LEGUMI', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'CARNE', 'TORTELLINI', 'PIZZA'}",0.5
10581,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'TORTELLINI', 'PIZZA', 'PASTA'}",0.5
10583,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}","{'CARNE', 'TORTELLINI', 'PASTA'}",0.5
10586,"{'TORTELLINI', 'GNOCCHI', 'PASTA'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",0.5
10588,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA'}",0.5
10589,"{'CARNE', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}",0.5
3257,"{'TORTELLINI', 'GNOCCHI', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",0.5
1470,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'CARNE', 'LEGUMI', 'VERDURE', 'PIZZA'}",0.5
11935,"{'CARNE', 'GNOCCHI'}",{'TORTELLINI'},0.5
1471,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}","{'CARNE', 'TORTELLINI', 'LEGUMI', 'VERDURE'}",0.5
1472,"{'CARNE', 'LEGUMI', 'VERDURE'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}",0.5
10597,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'PIZZA', 'GNOCCHI'}",0.5
1473,"{'TORTELLINI', 'LEGUMI', 'VERDURE'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}",0.5
10600,"{'CARNE', 'PIZZA', 'GNOCCHI', 'PASTA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",0.5
10634,"{'CARNE', 'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'TORTELLINI', 'PIZZA', 'PASTA'}",0.5
1518,"{'CARNE', 'PIZZA', 'VERDURE', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",0.5
10700,"{'TORTELLINI', 'GNOCCHI', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'PASTA'}",0.5
10673,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'PIZZA'}","{'VERDURE', 'GNOCCHI'}",0.5
10676,"{'VERDURE', 'GNOCCHI', 'CARNE', 'PASTA', 'PIZZA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",0.5
3130,"{'LEGUMI', 'VERDURE'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",0.5
3127,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",{'LEGUMI'},0.5
1573,"{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'PASTA'}","{'TORTELLINI', 'LEGUMI', 'PIZZA'}",0.5
1577,"{'LEGUMI', 'VERDURE', 'PASTA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",0.5
1578,"{'TORTELLINI', 'LEGUMI', 'VERDURE'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA'}",0.5
3114,"{'LEGUMI', 'VERDURE'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",0.5
11876,"{'VERDURE', 'CARNE', 'RISO', 'PASTA', 'PIZZA'}","{'TORTELLINI', 'GNOCCHI'}",0.5
3109,"{'TORTELLINI', 'PESCE', 'RISO'}",{'GNOCCHI'},0.5
3108,"{'TORTELLINI', 'GNOCCHI', 'RISO'}",{'PESCE'},0.5
10690,"{'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'TORTELLINI', 'GNOCCHI'}",0.5
1581,"{'LEGUMI', 'PASTA', 'PIZZA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",0.5
1582,"{'TORTELLINI', 'LEGUMI', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'PASTA'}",0.5
10693,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}",{'GNOCCHI'},0.5
10694,"{'TORTELLINI', 'GNOCCHI', 'RISO'}",{'CROSTACEI_E_MOLLUSCHI'},0.5
1590,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE', 'PASTA'}","{'TORTELLINI', 'LEGUMI'}",0.5
1593,"{'TORTELLINI', 'LEGUMI', 'VERDURE', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",0.5
1596,"{'TORTELLINI', 'LEGUMI', 'PASTA', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",0.5
10699,"{'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'TORTELLINI', 'GNOCCHI', 'PASTA'}",0.5
1566,"{'LEGUMI', 'VERDURE'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA'}",0.5
1562,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE', 'PASTA'}",{'LEGUMI'},0.5
3198,"{'LEGUMI', 'VERDURE'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'PASTA'}",0.5
10671,"{'VERDURE', 'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PASTA', 'PIZZA'}","{'TORTELLINI', 'GNOCCHI'}",0.5
10640,"{'CARNE', 'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'TORTELLINI', 'PIZZA', 'GNOCCHI'}",0.5
3186,"{'LEGUMI', 'VERDURE', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",0.5
10642,"{'VERDURE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA'}","{'CARNE', 'TORTELLINI', 'GNOCCHI'}",0.5
10643,"{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}","{'VERDURE', 'PIZZA', 'GNOCCHI'}",0.5
3185,"{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'PASTA'}","{'LEGUMI', 'GNOCCHI'}",0.5
10646,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE'}","{'TORTELLINI', 'GNOCCHI', 'PASTA'}",0.5
1549,"{'LEGUMI', 'VERDURE'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA'}",0.5
10650,"{'VERDURE', 'PIZZA', 'GNOCCHI', 'PASTA'}","{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",0.5
10652,"{'CARNE', 'PIZZA', 'GNOCCHI', 'PASTA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",0.5
1553,"{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'PASTA'}","{'LEGUMI', 'PIZZA'}",0.5
10654,"{'CARNE', 'TORTELLINI', 'VERDURE', 'GNOCCHI'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA'}",0.5
10655,"{'CARNE', 'VERDURE', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}",0.5
3176,"{'LEGUMI', 'VERDURE'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI', 'PASTA'}",0.5
3162,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'LEGUMI', 'PASTA'}",0.5
1555,"{'LEGUMI', 'VERDURE', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",0.5
3144,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'GNOCCHI'}",{'LEGUMI'},0.5
3140,"{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}","{'LEGUMI', 'VERDURE'}",0.5
3138,"{'CARNE', 'LEGUMI', 'VERDURE'}","{'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",0.5
1559,"{'LEGUMI', 'PASTA', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",0.5
10809,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}",0.5
10810,"{'CARNE', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",0.5
10811,"{'TORTELLINI', 'GNOCCHI', 'RISO'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",0.5
10977,"{'TORTELLINI', 'GNOCCHI', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",0.5
2744,"{'LEGUMI', 'PASTA'}","{'CARNE', 'PIZZA', 'VERDURE'}",0.5
10981,"{'PIZZA', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",0.5
10982,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'RISO'}",0.5
10983,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'PIZZA', 'GNOCCHI'}",0.5
10985,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}","{'TORTELLINI', 'GNOCCHI'}",0.5
1735,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}","{'LEGUMI', 'VERDURE', 'PASTA'}",0.5
10990,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}",{'GNOCCHI'},0.5
1736,"{'LEGUMI', 'VERDURE', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}",0.5
10992,"{'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'TORTELLINI', 'VERDURE', 'PIZZA', 'GNOCCHI'}",0.5
1739,"{'LEGUMI', 'PASTA', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'RISO'}",0.5
1742,"{'VERDURE', 'RISO', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PIZZA'}",0.5
1743,"{'PIZZA', 'VERDURE', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI', 'PASTA'}",0.5
1750,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE', 'PASTA'}","{'LEGUMI', 'RISO'}",0.5
10997,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'VERDURE', 'RISO'}",0.5
11718,"{'CARNE', 'PIZZA', 'VERDURE', 'RISO'}","{'TORTELLINI', 'GNOCCHI'}",0.5
11002,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'VERDURE', 'PIZZA', 'GNOCCHI'}",0.5
11003,"{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}","{'TORTELLINI', 'VERDURE', 'GNOCCHI'}",0.5
11004,"{'TORTELLINI', 'VERDURE', 'GNOCCHI'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}",0.5
11006,"{'VERDURE', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",0.5
1731,"{'CROSTACEI_E_MOLLUSCHI', 'VERDURE', 'PASTA'}","{'LEGUMI', 'RISO', 'PIZZA'}",0.5
10976,"{'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'TORTELLINI', 'PIZZA', 'GNOCCHI'}",0.5
11008,"{'TORTELLINI', 'GNOCCHI', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE'}",0.5
11728,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'PIZZA', 'PASTA'}",0.5
10934,"{'CARNE', 'VERDURE', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PASTA'}",0.5
11751,"{'TORTELLINI', 'PASTA', 'RISO'}","{'CARNE', 'PIZZA', 'GNOCCHI'}",0.5
2825,"{'TORTELLINI', 'VERDURE', 'PASTA'}",{'LEGUMI'},0.5
11749,"{'PIZZA', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'PASTA'}",0.5
11748,"{'TORTELLINI', 'GNOCCHI', 'RISO'}","{'CARNE', 'PIZZA', 'PASTA'}",0.5
10941,"{'CARNE', 'VERDURE', 'RISO', 'PASTA'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'GNOCCHI'}",0.5
11746,"{'CARNE', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'PIZZA', 'PASTA'}",0.5
11745,"{'CARNE', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'PASTA', 'RISO'}",0.5
11744,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'PIZZA', 'PASTA', 'RISO'}",0.5
11743,"{'GNOCCHI', 'RISO', 'PASTA'}","{'CARNE', 'TORTELLINI', 'PIZZA'}",0.5
11741,"{'TORTELLINI', 'GNOCCHI', 'PASTA'}","{'CARNE', 'PIZZA', 'RISO'}",0.5
2788,"{'CARNE', 'TORTELLINI', 'VERDURE', 'PASTA'}","{'LEGUMI', 'PIZZA'}",0.5
1723,"{'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'PIZZA', 'LEGUMI', 'VERDURE', 'PASTA'}",0.5
11736,"{'CARNE', 'PIZZA', 'GNOCCHI', 'PASTA'}",{'TORTELLINI'},0.5
1724,"{'LEGUMI', 'VERDURE'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'PASTA', 'RISO'}",0.5
1726,"{'LEGUMI', 'RISO'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'VERDURE', 'PASTA'}",0.5
2759,"{'LEGUMI', 'PASTA'}","{'CARNE', 'TORTELLINI', 'PIZZA', 'VERDURE'}",0.5
11731,"{'TORTELLINI', 'GNOCCHI', 'PASTA'}","{'CARNE', 'PIZZA'}",0.5
11730,"{'CARNE', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'PASTA'}",0.5
1758,"{'PIZZA', 'VERDURE', 'RISO', 'PASTA'}","{'CROSTACEI_E_MOLLUSCHI', 'LEGUMI'}",0.5
11009,"{'PIZZA', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",0.5
1713,"{'CARNE', 'TORTELLINI', 'LEGUMI', 'PASTA', 'PIZZA'}","{'CROSTACEI_E_MOLLUSCHI', 'VERDURE'}",0.5
11043,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}","{'CARNE', 'PIZZA', 'GNOCCHI'}",0.5
11045,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}",0.5
11046,"{'CARNE', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'RISO'}",0.5
11047,"{'CARNE', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",0.5
11699,"{'TORTELLINI', 'GNOCCHI', 'RISO'}","{'CARNE', 'PIZZA', 'VERDURE'}",0.5
11049,"{'TORTELLINI', 'GNOCCHI', 'RISO'}","{'CARNE', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA'}",0.5
11050,"{'PIZZA', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI'}",0.5
11697,"{'CARNE', 'GNOCCHI', 'RISO'}","{'TORTELLINI', 'PIZZA', 'VERDURE'}",0.5
11696,"{'CARNE', 'PIZZA', 'GNOCCHI'}","{'TORTELLINI', 'VERDURE', 'RISO'}",0.5
11695,"{'CARNE', 'TORTELLINI', 'GNOCCHI'}","{'PIZZA', 'VERDURE', 'RISO'}",0.5
2648,"{'PIZZA', 'VERDURE', 'RISO', 'PASTA'}","{'CARNE', 'TORTELLINI', 'LEGUMI'}",0.5
2646,"{'CARNE', 'VERDURE', 'RISO', 'PASTA'}","{'TORTELLINI', 'LEGUMI', 'PIZZA'}",0.5
11694,"{'VERDURE', 'GNOCCHI', 'RISO'}","{'CARNE', 'TORTELLINI', 'PIZZA'}",0.5
2641,"{'CARNE', 'TORTELLINI', 'LEGUMI', 'PIZZA'}","{'VERDURE', 'RISO', 'PASTA'}",0.5
2638,"{'TORTELLINI', 'LEGUMI', 'PASTA', 'PIZZA'}","{'CARNE', 'VERDURE', 'RISO'}",0.5
2636,"{'CARNE', 'LEGUMI', 'PASTA', 'PIZZA'}","{'TORTELLINI', 'VERDURE', 'RISO'}",0.5
11062,"{'TORTELLINI', 'CROSTACEI_E_MOLLUSCHI', 'PIZZA', 'RISO'}","{'CARNE', 'GNOCCHI'}",0.5
